ROI,structure,N57437,N57442,N57446,N57447,N57449,N57451,N57496,N57498,N57500,N57502,N57513,N57515,N57518,N57520,N57522,N57546,N57548,N57550,N57552,N57580,N57582,N57584,N57587,N57590,N57692,N57694,N57700,N57702,N57709,N58302,N58305,N58303,N58309,N58310,N58355,N58344,N58346,N58350,N58394,N58396,N58398,N58359,N58361,N58404,N58402,N58516,N58608,N58606,N58604,N58512,N58477,N58500,N58510,N58406,N58408,N58514,N58655,N58952,N58706,N58708,N58712,N58714,N58732,N58733,N58734,N58735,N58740,N58742,N58745,N58747,N58749,N58751,N58779,N58780,N58784,N58788,N58790,N58792,N58794,N58829,N58813,N58815,N58821,N58819,N58831,N58851,N58853,N58855,N59003,N58913,N58915,N58909,N58906,N58883,N58887,N58885,N58919,N58879,N58881,N58889,N58877,N60129,N60131,N60127,N60139,N58917,N58995,N59005,N58857,N58859,N58861,N59065,N59066,N59080,N58948,N59072,N58935,N59039,N58946,N58954,N59033,N59022,N59035,N59026,N59109,N59097,N59099,N59116,N59118,N59120,N59041,N58941,N60056,N60058,N60060,N60062,N60068,N59136,N59140,N59141,N60095,N60133,N60137,N60198,N60103,N60097,N60163,N60169,N60190,N60188,N60200,N60192,N58997,N58999,N59010,N59078,N59076,N60157,N60159,N60064,N60101,N60093,N60161,N60167,N60194,N60088,N60070,N60072,N60092
116,Gigantocellular_Reticular_Nucleus,5.301379,5.531106,5.445175,5.50796,5.221827,5.205789,5.345575,5.39542,5.157675,5.334366,5.448729,4.856051,5.621684,5.192212,5.662963,5.217818,5.601181,5.338467,5.528736,5.780879,5.486545,5.584414,5.599449,5.757733,5.259371,5.132889,5.086506,5.182279,5.386764,5.43588,5.073384,5.231122,5.377651,5.599358,5.573388,5.345757,5.760467,5.520444,5.24151,5.093797,5.172437,5.61002,5.357604,5.531835,5.877654,5.34439,5.092156,4.611654,5.028004,5.077758,5.166241,5.278598,5.323431,5.089332,5.625146,4.80976,5.06983,4.253715,4.487177,4.400153,4.507042,4.627145,4.752169,5.139723,5.242786,4.686924,4.961574,5.408451,5.234311,5.112021,4.672708,4.759823,4.666876,4.492827,4.859879,4.697494,4.866895,4.542217,4.644186,4.559622,4.553152,4.330351,4.056065,4.194393,4.267384,4.611836,4.54003,4.518616,4.299915,5.115666,4.925944,4.257178,4.694578,5.163143,4.917925,5.116395,4.56755,5.015156,4.520256,4.772581,4.820604,4.440066,4.968591,5.051332,4.663686,4.243691,3.999112,3.892769,4.96613,5.027913,4.845572,4.375185,4.464578,4.874368,4.702779,4.216627,4.785794,5.370361,5.588879,5.076118,4.443073,4.963488,4.860243,5.265203,5.133345,4.83892,4.869629,5.300195,4.979981,4.935695,4.212253,5.272766,4.394048,4.691662,4.332903,4.443073,4.70287,5.087873,4.467039,5.121134,4.390676,4.802652,4.758548,4.901887,4.87701,4.710616,4.73686,4.812585,4.900429,4.672525,4.626325,4.863159,4.485173,4.201409,3.880649,4.711983,4.974605,4.784336,4.388033,4.850037,4.929316,4.297911,4.791171,4.983809,5.171526,4.645462,4.671432,4.911,4.612019
117,Cuneate_Nucleus,0.2875905,0.2751975,0.294516,0.3206689,0.3081848,0.3109185,0.2792981,0.2892308,0.3131966,0.2778401,0.2866793,0.2836721,0.3073646,0.3065445,0.3051776,0.3141079,0.2717347,0.278478,0.2992545,0.2874994,0.2987989,0.3099161,0.2914177,0.3135611,0.3154747,0.2968853,0.2676341,0.2960651,0.3030818,0.2873171,0.317115,0.2786603,0.2978876,0.2924201,0.3059066,0.2823964,0.2816674,0.287955,0.2699123,0.2822141,0.2789336,0.3153836,0.2933314,0.2968853,0.31347,0.2839455,0.2804828,0.3043575,0.2909621,0.2623489,0.2940604,0.304722,0.2946983,0.2729194,0.2891396,0.2708235,0.2613465,0.2622578,0.2997101,0.2457641,0.3013504,0.2678164,0.2299995,0.2874994,0.2703679,0.271917,0.2665406,0.2957006,0.3037196,0.2702768,0.2884106,0.276291,0.2710969,0.2513227,0.2549677,0.2707324,0.2955184,0.2696389,0.2864059,0.2877727,0.286497,0.2791159,0.2629867,0.2724638,0.2667229,0.251505,0.2659939,0.2597063,0.2710969,0.2899598,0.2969764,0.231822,0.2710969,0.270459,0.2785691,0.2849479,0.266085,0.2687276,0.2738306,0.257337,0.2881373,0.2702768,0.256608,0.2680898,0.24786,0.287955,0.2846745,0.2911444,0.2838544,0.285768,0.3136522,0.2904154,0.2858591,0.2916,0.2792981,0.2496825,0.2382008,0.2814851,0.2922379,0.2921468,0.2616199,0.2966119,0.2815762,0.2805739,0.290142,0.2854946,0.2643536,0.2990723,0.285768,0.2975231,0.2527808,0.2957006,0.2569725,0.2574281,0.2526896,0.2339179,0.2597974,0.2912355,0.2744685,0.2938781,0.2921468,0.2793893,0.2632601,0.287955,0.2425748,0.2695478,0.2649004,0.265356,0.2695478,0.2629867,0.2644448,0.2774756,0.2473133,0.2538743,0.2006572,0.2858591,0.3151103,0.2622578,0.2842189,0.2915089,0.3084581,0.2482245,0.2666318,0.2861325,0.2782046,0.3190286,0.2803916,0.2883195,0.282123
118,Anterior_Commisure,0.5654306,0.6448916,0.6155494,0.5848402,0.5911279,0.5975066,0.6089884,0.6162784,0.6058902,0.5657951,0.5658863,0.5742698,0.572265,0.6062546,0.599967,0.6092618,0.6001493,0.5757278,0.5891231,0.6574669,0.596322,0.6129068,0.6156405,0.7250816,0.5501217,0.586116,0.6155494,0.5813775,0.6233861,0.5599632,0.5607833,0.5319878,0.5089331,0.5072929,0.4954467,0.5296185,0.4923484,0.5181367,0.5209616,0.536544,0.5629703,0.5638815,0.5498483,0.5589608,0.487701,0.5592341,0.5804663,0.5443808,0.5869361,0.5772769,0.5738142,0.593406,0.59778,0.5019165,0.508113,0.4670156,0.5134894,0.5608744,0.5182279,0.5355417,0.5185924,0.5164965,0.5595986,0.5351771,0.5169522,0.4969046,0.4808666,0.5138539,0.5083864,0.5148563,0.5096622,0.5441074,0.4892502,0.5198681,0.5091154,0.5216907,0.5287073,0.5101178,0.5324434,0.5685289,0.5377287,0.5534021,0.5328079,0.511758,0.5462033,0.5712627,0.5457476,0.5104823,0.5893965,0.5375464,0.5089331,0.5144917,0.4927129,0.5142184,0.532899,0.4928951,0.494262,0.5353594,0.5173166,0.5462944,0.540918,0.5251534,0.5324434,0.556956,0.5187746,0.5610566,0.5859337,0.5537667,0.5472968,0.5104823,0.5557714,0.5879385,0.5400979,0.540189,0.5807396,0.4707518,0.4912549,0.5509418,0.5174078,0.4929863,0.5437429,0.5732674,0.5067461,0.5113024,0.5448364,0.4978159,0.5368174,0.5716271,0.5609655,0.5339925,0.4928951,0.534357,0.5403712,0.5415559,0.5089331,0.5238776,0.5855693,0.5254267,0.5478435,0.5521264,0.5940439,0.5565004,0.555498,0.6105375,0.5725384,0.5719005,0.5382754,0.4604546,0.6099908,0.61965,0.5689845,0.6376016,0.5650662,0.5534933,0.5089331,0.4950821,0.4836004,0.4832359,0.470205,0.621108,0.5967776,0.6030653,0.5488459,0.5144917,0.5862072,0.6054345,0.5778236,0.5691668,0.6161873
119,Optic_Tracts,1.106622,1.082201,1.141523,1.045204,1.074546,1.044657,1.105073,1.090402,1.108262,1.050489,1.034451,1.043017,1.035727,1.084388,1.082018,1.104708,1.084934,1.054134,1.102157,1.22472,1.027252,1.074728,1.128219,1.233286,1.052038,1.041923,1.218068,1.019051,1.087668,1.140794,1.068167,1.120108,1.029713,1.056321,1.106166,1.111634,1.084388,1.123389,1.061151,1.055045,1.067256,1.056868,1.041376,1.090949,1.091495,0.9873394,1.02142,1.014039,1.04648,1.066254,1.041012,1.156923,1.0514,0.9935359,1.026067,0.9756754,0.8965789,0.899586,1.033266,1.074728,0.9906199,0.9822364,1.040921,0.9627357,0.9754021,0.864594,0.9112501,1.008389,0.9963608,0.9204537,0.8697882,0.8960322,0.9085163,0.9075139,0.916353,0.924372,0.9646493,0.8443643,0.9941738,0.8824545,0.9129814,0.8560283,0.8900179,0.9057825,0.865323,0.9874305,0.9199069,0.8839125,0.9140749,1.007205,1.005929,0.9887974,0.9867015,0.9782269,1.003104,0.9610043,0.9107944,0.989253,0.9589084,1.106531,0.9926246,1.009756,1.05058,1.062153,1.035636,0.8946653,0.9351248,0.9104299,0.9374029,0.8773515,0.8975813,0.8470981,0.8773515,0.9651049,1.019051,0.9641936,0.961551,1.032082,1.044019,0.9661072,0.9281082,1.017957,0.9478823,0.936765,1.041923,0.9799583,1.081107,0.9807784,0.9864281,1.022969,0.9882507,1.01413,0.9674742,1.001919,0.8982192,0.9076961,0.964467,1.001373,1.011214,1.010941,0.9754021,1.001281,0.978318,1.069534,0.9745819,1.053223,0.9912578,0.9327555,1.002102,1.095505,1.001373,1.154554,0.9715748,0.9414124,0.8796297,0.9762222,0.9655606,0.9932625,0.9420503,1.030168,1.014495,0.9730328,1.119197,0.9621889,1.123025,0.9306597,0.9503427,0.9429615,0.9480645
120,Fimbria,1.44825,1.483151,1.575187,1.490623,1.360679,1.336439,1.45071,1.47741,1.422188,1.405056,1.434945,1.380999,1.290421,1.383824,1.417723,1.467113,1.504383,1.303908,1.406059,1.595052,1.492536,1.469937,1.450801,1.637334,1.369426,1.448888,1.439046,1.542291,1.413075,1.480872,1.326598,1.309649,1.390112,1.478594,1.253607,1.406788,1.203852,1.418543,1.389747,1.321768,1.446883,1.455995,1.3543,1.481237,1.342727,1.427929,1.402505,1.415718,1.425195,1.427109,1.392846,1.408701,1.341725,1.248321,1.198932,1.23283,1.155465,1.34537,1.259165,1.388289,1.110267,1.235473,1.228912,1.279304,1.211598,1.234653,1.25634,1.462739,1.39075,1.195651,1.125667,1.292335,1.22308,1.238753,1.242307,1.193373,1.376352,1.34783,1.274292,1.354391,1.26846,1.247775,1.249324,1.348832,1.217886,1.370793,1.251875,1.181982,1.309011,1.384007,1.551494,1.393028,1.262355,1.296709,1.267458,1.290695,1.250144,1.385647,1.323317,1.797258,1.317576,1.342636,1.370976,1.350837,1.362045,1.245314,1.359585,1.351566,1.336166,1.319399,1.299169,1.259712,1.202577,1.493812,1.296527,1.233104,1.209958,1.273472,1.300809,1.260897,1.215061,1.328147,1.310742,1.227727,1.353935,1.293337,1.390841,1.329787,1.378357,1.390385,1.362136,1.267913,1.177608,1.30008,1.174601,1.276935,1.331519,1.335072,1.279486,1.293884,1.280397,1.258801,1.221439,1.389292,1.415718,1.403781,1.314934,1.327691,1.312929,1.433943,1.319854,1.333341,1.446609,1.251602,1.203397,1.256705,1.245405,1.267913,1.211233,1.479232,1.364232,1.402323,1.446518,1.300992,1.403143,1.37699,1.356942,1.369791,1.319763
121,Corpus_Callosum,6.966051,7.174089,7.073487,7.173178,6.630255,6.814601,6.807858,7.043051,6.949193,6.760564,6.849593,6.435885,6.741063,6.926594,7.035488,7.176367,7.133448,6.561365,6.858523,7.31023,6.915385,6.903357,7.013983,7.025647,6.498397,6.666432,7.115222,7.016899,6.780247,7.682749,7.197144,7.136546,7.638553,7.870558,7.51435,7.441176,7.068111,7.475895,7.441176,7.169533,7.404818,7.640011,6.973887,7.392698,7.202976,6.65732,6.746713,6.59581,6.821891,6.940353,6.73031,6.659597,6.90764,6.417023,7.255646,6.183834,6.827176,6.885952,7.104197,7.444457,6.783892,6.652946,6.973979,7.089798,6.971792,6.647569,6.504776,7.558181,7.247354,6.857521,6.875928,7.561461,6.860164,6.71163,6.861713,6.535303,7.05508,7.248356,7.505693,6.975619,7.236783,7.01544,7.075037,7.259929,7.015167,7.188396,6.683108,6.925136,7.661061,7.199969,7.340484,7.068748,7.023004,6.868729,6.670259,6.75054,6.497395,7.113309,6.979811,8.371017,7.420309,7.023915,7.284533,7.096724,6.673722,7.54433,7.500864,7.543783,7.256922,7.348958,7.395158,6.832461,6.917572,6.566195,7.490293,7.048519,7.025282,7.109026,7.335745,6.822256,7.314057,7.422678,7.028836,7.011613,6.956027,6.786899,7.292096,6.88413,6.706254,7.050706,7.060456,6.781978,6.395335,6.760564,5.995843,6.027555,6.105831,7.08506,7.271775,7.470519,6.507692,6.575307,6.581412,6.58123,6.492748,6.671079,6.446183,6.766487,6.200145,6.587335,6.77159,6.903265,7.682293,7.521002,7.374837,6.590707,6.539586,7.097271,6.566923,6.707438,7.047699,6.123327,6.368635,7.008971,6.679554,6.300747,7.032299,6.702244,6.538766
122,Fornix,0.2168775,0.2597063,0.2304551,0.2430304,0.2341913,0.2206136,0.2394765,0.246402,0.2384741,0.2409345,0.2392031,0.2174243,0.2197024,0.2219805,0.2331889,0.2556056,0.2417546,0.2323688,0.2444884,0.254421,0.2368339,0.2349203,0.2366516,0.28431,0.2342824,0.2239853,0.2532364,0.2182444,0.228177,0.2168775,0.2207047,0.2253521,0.2152373,0.2295439,0.2069449,0.2085851,0.227448,0.2256255,0.1993815,0.2177888,0.1991081,0.2064893,0.201204,0.2032088,0.1955543,0.2081295,0.2130503,0.2149639,0.2148728,0.228177,0.2192468,0.2137793,0.2282681,0.2018419,0.2197935,0.2006572,0.1983791,0.1976501,0.2038466,0.2078561,0.2151461,0.206307,0.2249876,0.2006572,0.2205225,0.19683,0.20412,0.2225273,0.2065804,0.2280859,0.1890844,0.2031176,0.1859861,0.1984702,0.202662,0.1907246,0.198288,0.1925471,0.1996549,0.2007484,0.1988348,0.1920004,0.1987436,0.2043934,0.2028443,0.2402966,0.1959188,0.1883554,0.2032088,0.1899045,0.2044845,0.1921826,0.1892666,0.2000194,0.205578,0.2012951,0.1884465,0.2064893,0.1952809,0.234738,0.2280859,0.206307,0.2110455,0.2140526,0.2120479,0.1962833,0.2083118,0.2028443,0.2072183,0.1965566,0.2105899,0.2000194,0.2020241,0.2207959,0.2217983,0.1970123,0.228906,0.2260811,0.223803,0.2166952,0.2081295,0.2136881,0.2116834,0.2067626,0.2185178,0.2118656,0.2164219,0.228906,0.2251699,0.2280859,0.2104988,0.2141438,0.2025709,0.1989259,0.1865329,0.1849838,0.206307,0.2097698,0.2300906,0.2167864,0.2213426,0.1817033,0.1996549,0.2306374,0.209952,0.2187911,0.199017,0.192456,0.2270835,0.2195201,0.1998371,0.2321865,0.231822,0.2233474,0.2024797,0.2038466,0.1981969,0.1878086,0.1937318,0.2242586,0.2112278,0.2152373,0.1978324,0.1976501,0.2268101,0.2141438,0.2087674,0.208494,0.2305463
123,Stria_Terminalis,0.5174078,0.427194,0.4934419,0.4733944,0.4653754,0.434484,0.4288343,0.4553517,0.4435965,0.4406805,0.4765837,0.4668334,0.4265561,0.5239688,0.4652843,0.4937153,0.514674,0.4193573,0.4769483,0.50301,0.473121,0.4509776,0.4958111,0.41553,0.4343018,0.4555339,0.4754903,0.4792264,0.4880655,0.5257002,0.5005496,0.5009142,0.5035568,0.5047414,0.4633707,0.5308031,0.4729388,0.5220551,0.4853318,0.4897969,0.5115758,0.5094799,0.4587233,0.4707518,0.4642819,0.4594523,0.4596345,0.4528913,0.4540759,0.4849673,0.4309301,0.4466948,0.460728,0.4689293,0.4710251,0.419175,0.4340284,0.4488818,0.439587,0.4590878,0.4121584,0.424278,0.4311124,0.4874277,0.4873365,0.4338461,0.4222732,0.4919839,0.464373,0.4389491,0.4281053,0.4626416,0.4384935,0.4327526,0.4415006,0.4275585,0.5011875,0.4540759,0.4445078,0.4531646,0.4331172,0.4353953,0.4464214,0.4928951,0.4341195,0.4273763,0.438129,0.4453279,0.4223644,0.4589966,0.4974514,0.4667423,0.4887034,0.4649198,0.4721186,0.4525268,0.4313858,0.5102089,0.50301,0.5770035,0.4302011,0.4528001,0.4784063,0.4893413,0.4605458,0.4579943,0.4431409,0.4233668,0.442503,0.4792264,0.4312946,0.416988,0.4059619,0.4696583,0.4384935,0.446148,0.4290165,0.4488818,0.4425941,0.4489729,0.4600901,0.4666511,0.4451456,0.4506131,0.4725743,0.409698,0.4656488,0.441045,0.4347574,0.4620038,0.4404983,0.4703873,0.4027725,0.4353041,0.3829984,0.3975784,0.4019524,0.4612748,0.446148,0.4820513,0.4408628,0.429381,0.4294721,0.4423208,0.46656,0.4815045,0.411885,0.4347574,0.4190839,0.4610014,0.4423208,0.4660133,0.4815956,0.4288343,0.4691115,0.4695671,0.4233668,0.4211798,0.4087868,0.4660133,0.4295633,0.4129785,0.4702961,0.4690204,0.4702961,0.4267384,0.477495,0.4641908,0.4240046
124,Cingulum,0.3993098,0.4489729,0.4052329,0.4062352,0.4135253,0.4272851,0.4109738,0.4291076,0.4196306,0.424278,0.4230023,0.3781688,0.4166235,0.4078755,0.4532558,0.4586321,0.4431409,0.3986719,0.410427,0.4604546,0.4218176,0.4397693,0.421362,0.4336639,0.3976695,0.407511,0.4575386,0.433026,0.4087868,0.429381,0.419175,0.4358509,0.3937511,0.504468,0.4507043,0.4083311,0.4092424,0.410427,0.4042305,0.3983985,0.4015879,0.4077844,0.397305,0.4189017,0.4004944,0.3831806,0.3875546,0.3788978,0.3918375,0.4120673,0.403866,0.3875546,0.4187194,0.3749794,0.4466948,0.3345199,0.3868257,0.4051418,0.4137075,0.4327526,0.4325704,0.3829984,0.4086956,0.398763,0.3897416,0.3714255,0.3901972,0.3983074,0.4110649,0.4004033,0.4542581,0.4456013,0.3923843,0.3869168,0.3889215,0.3902884,0.3954825,0.4052329,0.4611836,0.4188105,0.4175348,0.4121584,0.4376734,0.4221821,0.4192661,0.4594523,0.3956648,0.4079666,0.4307479,0.4146188,0.4415918,0.3995831,0.4048684,0.3993098,0.3905618,0.396576,0.3769841,0.416259,0.4151655,0.427194,0.3874635,0.4076933,0.403137,0.4129785,0.4277408,0.4328438,0.5233309,0.4326615,0.4175348,0.430839,0.4363065,0.4130696,0.4080577,0.4017701,0.4005855,0.3613106,0.3923843,0.399492,0.4174436,0.4073288,0.4229111,0.4072376,0.3917464,0.3975784,0.3967583,0.371061,0.3913819,0.4049595,0.4158034,0.4176259,0.3973961,0.4086956,0.3708788,0.4019524,0.3472774,0.3581212,0.3796268,0.3923843,0.4214531,0.4310213,0.3843653,0.3820871,0.3862789,0.4559895,0.416259,0.4372178,0.3941156,0.4230023,0.411156,0.4427764,0.4476971,0.4511599,0.4402249,0.4355775,0.4466948,0.3910174,0.399492,0.3932044,0.3840919,0.4023169,0.4088779,0.373248,0.3993098,0.4123406,0.3799001,0.3786244,0.3897416,0.4164413,0.4069643
125,Lateral_Olfactory_Tract,0.6920944,0.7403907,0.7509611,0.7263574,0.7322805,0.7141467,0.7194319,0.7014803,0.7257195,0.6810682,0.6960128,0.6975619,0.7068567,0.7165159,0.7277243,0.7052164,0.6879938,0.6771499,0.6846222,0.7247171,0.7207077,0.7343764,0.6787902,0.7488652,0.6725025,0.6873559,0.6812505,0.7029383,0.7079502,0.6747807,0.688176,0.6778789,0.6630255,0.683073,0.6513615,0.6348679,0.6426135,0.6534574,0.61965,0.624024,0.637146,0.6707711,0.6125423,0.6534574,0.6056167,0.6622965,0.6547331,0.6288536,0.6426135,0.6605651,0.6745073,0.599238,0.6763298,0.5964131,0.6621143,0.6423401,0.5679821,0.6184654,0.635688,0.6574669,0.5996937,0.5775503,0.5559536,0.587574,0.6020629,0.5645194,0.548208,0.6380573,0.6244797,0.6012428,0.6062546,0.6179187,0.5575939,0.5780059,0.576639,0.5996937,0.6136358,0.6011516,0.624753,0.6306762,0.6102641,0.5961398,0.5968688,0.6053434,0.6018807,0.6347768,0.5536755,0.6033387,0.6294004,0.6039765,0.5922214,0.6202879,0.6136358,0.6160961,0.6341389,0.6628433,0.5954108,0.6076215,0.6245708,0.6425224,0.5878474,0.6221104,0.6212903,0.6681285,0.6405177,0.6193767,0.6264844,0.6140914,0.6238418,0.5993291,0.6297649,0.6245708,0.5873918,0.5903078,0.601425,0.5612389,0.5523086,0.6086239,0.6358703,0.589761,0.6249353,0.6265755,0.5851136,0.5927681,0.6343212,0.5465677,0.6241152,0.6060724,0.6133624,0.6143647,0.5612389,0.5972333,0.6162784,0.6170985,0.5969599,0.5996937,0.6273045,0.5848402,0.5984179,0.5902166,0.6475343,0.6379662,0.6191033,0.6669439,0.6462585,0.652455,0.637146,0.6584693,0.6864446,0.6861713,0.6314963,0.694737,0.6102641,0.6081682,0.6158228,0.6547331,0.5771858,0.5803751,0.5783704,0.6032475,0.7214366,0.6503592,0.6776055,0.6621143,0.7098638,0.6791546,0.6642101,0.6652125,0.6231128
126,Ventral_Hippocampal_Commissure,0.06141825,0.04610925,0.06242063,0.06779701,0.05257913,0.06460763,0.0790965,0.07089525,0.06989288,0.06615675,0.06652125,0.0601425,0.04565363,0.04975425,0.05923125,0.06615675,0.07280888,0.05230575,0.07608937,0.06314962,0.07754738,0.08210362,0.07007512,0.06661238,0.06059813,0.06478988,0.05549513,0.07955213,0.06533663,0.04984538,0.05485725,0.05440162,0.05330813,0.06715912,0.05522175,0.06351413,0.05421938,0.05740875,0.066339,0.053946,0.0688905,0.0528525,0.04583587,0.070713,0.059778,0.05749988,0.05412825,0.05859338,0.05558625,0.045927,0.059778,0.06105375,0.05112113,0.04401338,0.05230575,0.05713538,0.04510688,0.05522175,0.05640638,0.05112113,0.04510688,0.05339925,0.03982162,0.05421938,0.0470205,0.04583587,0.05194125,0.06588338,0.06114488,0.05932238,0.04146188,0.047385,0.04802288,0.04364888,0.04875188,0.03909263,0.05895788,0.05813775,0.04601813,0.05093888,0.05631525,0.05112113,0.056133,0.05485725,0.05850225,0.04355775,0.05449275,0.04902525,0.04966313,0.05959575,0.06770588,0.050301,0.04729388,0.05130338,0.04838737,0.05339925,0.0521235,0.05403713,0.04902525,0.08401725,0.04938975,0.04538025,0.05476613,0.05421938,0.05513063,0.05704425,0.061236,0.05148563,0.04747613,0.05585963,0.04756725,0.0470205,0.04109738,0.0914895,0.04784063,0.042282,0.03663225,0.04720275,0.05020988,0.0441045,0.03845475,0.04510688,0.05203238,0.04310213,0.05048325,0.03663225,0.05513063,0.04456013,0.04456013,0.051759,0.0448335,0.04328438,0.04656488,0.0441045,0.05239687,0.04984538,0.063423,0.0433755,0.04610925,0.04282875,0.04565363,0.03690563,0.0419175,0.06542775,0.07408462,0.05895788,0.05522175,0.05667975,0.07791188,0.0688905,0.05103,0.05822888,0.06661238,0.05421938,0.05531288,0.0426465,0.04820513,0.05230575,0.0441045,0.06406087,0.06242063,0.069984,0.07381126,0.053946,0.06205613,0.07818525,0.0521235,0.05476613,0.07280888
127,Internal_Capsule,2.016414,2.048855,2.043023,2.065166,2.000103,1.927567,2.061157,2.020241,2.035459,1.89786,2.017781,1.920277,1.93021,1.985067,2.101525,2.105716,2.056965,2.03555,1.969394,2.144263,1.981422,2.027349,2.032179,2.185724,1.870979,1.954996,2.075645,1.922464,1.97313,2.009124,1.872528,1.915448,1.961192,1.943879,1.842092,1.851204,1.760171,1.989441,1.86788,1.781585,1.829881,1.948799,1.868518,1.932123,1.811474,1.776938,1.874168,1.883736,1.915539,1.916814,1.920733,1.979873,1.962741,1.764818,1.741034,1.637425,1.722627,1.764362,1.773566,1.930848,1.770285,1.781038,1.683261,1.740032,1.838629,1.691645,1.70103,1.968756,1.816941,1.778304,1.761446,1.818582,1.712786,1.718162,1.692009,1.763724,1.817944,1.759259,1.804184,1.75935,1.751149,1.747595,1.719711,1.730828,1.719073,1.780583,1.714608,1.680618,1.79498,1.927932,1.942056,1.862595,1.891846,1.867971,1.873439,1.836442,1.694743,1.87271,1.850749,1.947979,1.817397,1.89622,1.961648,1.934857,1.92128,1.829699,1.83626,1.789695,1.801177,1.799445,1.736478,1.720349,1.667041,1.770741,1.911711,1.712968,1.724358,1.800812,1.815392,1.873257,1.824323,1.909707,1.789695,1.824687,1.927932,1.798443,1.971854,1.921644,1.948708,1.896585,1.785777,1.805186,1.728368,1.772199,1.653281,1.74149,1.820313,1.797623,1.936953,1.964837,1.869429,1.799172,1.815301,1.980875,1.893395,1.906882,1.812112,1.663578,1.926018,1.962468,1.855214,2.050768,1.736478,1.726181,1.727912,1.767096,1.750329,1.705951,1.688729,2.056418,1.954449,1.853209,1.877448,1.756981,2.001743,1.793249,1.749418,1.83225,1.872254
128,Fasciculus_Retroflexus,0.0499365,0.0477495,0.046656,0.05494838,0.04866075,0.047385,0.04802288,0.04756725,0.04948088,0.04929863,0.04656488,0.04902525,0.04437787,0.05002763,0.04793175,0.0506655,0.04720275,0.04528913,0.04856963,0.05194125,0.0506655,0.0470205,0.044469,0.05822888,0.05166788,0.04784063,0.04866075,0.04711163,0.04501575,0.05221463,0.05267025,0.0535815,0.05658863,0.05349038,0.05585963,0.04392225,0.05203238,0.05057438,0.04984538,0.05221463,0.0572265,0.05239687,0.05376375,0.04929863,0.0543105,0.05048325,0.0521235,0.04756725,0.0484785,0.04683825,0.048843,0.05002763,0.04966313,0.0550395,0.05458388,0.05804663,0.04938975,0.0411885,0.04875188,0.04966313,0.04820513,0.04647375,0.04756725,0.05412825,0.05330813,0.04929863,0.04647375,0.05294363,0.05276138,0.05148563,0.046656,0.04583587,0.0462915,0.051759,0.04929863,0.04938975,0.0455625,0.0411885,0.04146188,0.03991275,0.04237312,0.03963938,0.04064175,0.043011,0.03818138,0.0448335,0.03909263,0.03991275,0.042282,0.05020988,0.05148563,0.04966313,0.0492075,0.04866075,0.048843,0.05093888,0.05303475,0.04547138,0.04428675,0.04291988,0.044469,0.04938975,0.04747613,0.04875188,0.04401338,0.03845475,0.04018613,0.04419563,0.04146188,0.03909263,0.04036837,0.03690563,0.04073288,0.045198,0.04610925,0.04310213,0.04729388,0.04793175,0.04474238,0.04510688,0.04465125,0.04610925,0.0462915,0.04820513,0.0462915,0.04711163,0.04501575,0.04765838,0.04465125,0.04282875,0.0441045,0.04465125,0.04091513,0.04182637,0.04392225,0.044469,0.04474238,0.04428675,0.046656,0.046656,0.04492463,0.0492075,0.04456013,0.04838737,0.04474238,0.04765838,0.04528913,0.0477495,0.04456013,0.04647375,0.0448335,0.04565363,0.0426465,0.04255538,0.04729388,0.04401338,0.04538025,0.0397305,0.04492463,0.04820513,0.04756725,0.04547138,0.04200863,0.04720275,0.04802288,0.05057438,0.05039212,0.04929863,0.04456013
